webnovelId,wn_Title,wn_Genre,wn_DatePublished,wn_DateModified,wn_CopyrightHolder,wn_Description,wn_BestRating,wn_Author,wn_AuthorProfile,wn_NumberOfChapters,wn_NumberOfViews,wn_Synopsis,wn_totalReviewNum,wn_totalScore,wn_translationQuality,wn_updatingStability,wn_storyDevelopment,wn_characterDesign,wn_worldBackGround,wn_bookType
21344870906236105,My Genes Can Evolve Limitlessly,Eastern,2021-10-06T05:20:01.000Z,2023-10-12T10:48:45.000Z,Rainy Blue Skies / WebNovel,"Read My Genes Can Evolve Limitlessly novel written by the author Rainy Blue Skies on WebNovel, This serial novel genre is eastern stories, covering EVOLUTION, LEVELUP, NOCHEATS ✓ Newest updated ✓ All rights reserved",5,Rainy Blue Skies,,780,3.8M," This is a world where technology and the supernatural exist. There are demonic beasts, wars between species, evolution, and danger everywhere. Fortunately, humans aged between 16 to 18 will have the chance to activate certain genes and become gene warriors. Gene warriors will enter a wonderous World of Origination and begin their adventure there. They will seek treasure and copy extraordinary genes to gain wondrous strength, becoming the main power against danger.Lu Yuan transmigrated to this world, bringing with him a cube that can evolve genes without limits.I woke up with a start.I have transmigrated, am handsome, and have the golden touch. I am going to win at this! Am I going to be the protagonist?!I, Lu Yuan, am definitely going to become the pillar of the human race!  ",84,4.03,3.5714285,4.1904764,4.1904764,4.047619,4.1666665,1
11530348105422805,My House of Horrors,Horror,2018-11-01T03:12:18.000Z,2024-01-11T05:48:13.000Z,I Fix Air-Conditioner / WebNovel,"Read My House of Horrors novel written by the author I Fix Air-Conditioner on WebNovel, This serial novel genre is horror stories, covering SCARY, SYSTEM, MYSTERY, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,I Fix Air-Conditioner,/profile/1781909594,1215,15.2M," The hearse with the weird odor slowed to a stop before the entrance. The sound of pebbles could be heard bouncing on the ceiling. There were footsteps coming from the corridor, and there seemed to be someone sawing next door. The door knob to the room rattled slightly, and the faucet in the bathroom kept dripping even though it had been screwed shut. There was a rubber ball that rolled on its own underneath the bed. Wet footsteps started to surface one after another on the floor. At 3 am, Chen Ge held a cleaver in his hand as he hid beside the room heater. The call he was trying to make was finally answered. ""Landlord, is this what you meant by 'the house can be a little crowded at night'‽""  ",2982,4.83,4.838028,4.808853,4.844735,4.8279676,4.830986,1
7996858406002505,Reverend Insanity,Eastern,2017-07-17T02:57:32.000Z,2023-10-12T07:33:32.000Z,Gu Zhen Ren / WebNovel,"Read Reverend Insanity novel written by the author Gu Zhen Ren on WebNovel, This serial novel genre is eastern stories, covering REINCARNATION, CULTIVATION, VILLAIN, WEAKTOSTRONG, ANTIHERO ✓ Newest updated ✓ All rights reserved",5,Gu Zhen Ren,,2334,31.1M," With his Three Fundamental Views* unrighteous, the demon is reborn.An old dream in the ancient days, a new author with an identical name.An old story about a time traveler who was constantly being reborn.An eccentric world that grows, cultivates, and uses Gu. The Spring Autumn Cicada, Moonlight Gu, Liquor worm, Comprehensive Golden Light Worm, Fine Black Hair Gu, Hope Gu. . . . . .And a peerless great demon that freely acts to his heart’s content.Translator's Synopsis: A story of a villain, Fang Yuan who was reborn 500 years into the past with the Spring Autumn Cicada he painstakingly refined. With his profound wisdom, battle and life experiences, he seeks to overcome his foes with skill and wit! Ruthless and amoral, he has no need to hold back as he pursues his ultimate goals. In a world of cruelty where one cultivates using Gu - magical creatures of the world - Fang Yuan must rise up above all with his own power.--------------------------------Gu is a legendary venomous insect, often used in black magic practices. It can take on the form of several insects, usually snakes, crickets, worms etc.* = one's world view, values of worth and philosophy on life   ",3832,4.82,4.8251567,4.7721815,4.835856,4.835856,4.8436847,1
9795095706003005,Seized by the System,Sci-fi,2018-09-07T03:03:21.000Z,2023-10-12T08:33:42.000Z,Mu Heng / WebNovel,"Read Seized by the System novel written by the author Mu Heng on WebNovel, This serial novel genre is sci-fi stories, covering SYSTEM, VIDEOGAME, COMEDY ✓ Newest updated ✓ All rights reserved",5,Mu Heng,,1166,3.9M," Procrastinator extraordinaire, Fang Ning, had lost his consciousness after banging his head on a night of celebration. He woke up to a realization that he no longer had control of his body, as a System had taken it over. Will he eventually regain control of his body or will he be trapped in his body forever? How does he maneuver this situation? What's in store for Fang Ning?  ",1255,4.77,4.7816734,4.804781,4.7561755,4.7633467,4.76255,1
12214255005093705,I Might Be A Fake Cultivator,Eastern,2019-07-01T02:31:37.000Z,2024-01-12T03:49:20.000Z,Bright Moonlight Frost On The Ground / WebNovel,"Read I Might Be A Fake Cultivator novel written by the author Bright Moonlight Frost On The Ground on WebNovel, This serial novel genre is eastern stories, covering SYSTEM, COMEDY ✓ Newest updated ✓ All rights reserved",5,Bright Moonlight Frost On The Ground,,2399,7.0M," On modern-day Earth, An Lin seems to have been abandoned by God. When his father suddenly disappears, An Lin is left with his father's immense debt, putting his life at risk. After being forced to a rooftop by his pursuing creditors, An Lin is unexpectedly swept off his feet and brought to the ground safely.    After learning that he was saved by an Immortal, An Lin is gifted, seemingly out of pure generosity, the 'God Of War System,' and a pass to a new realm.Follow An Lin as he experiences a whole new world of legends, meets many new friends, acquires legendary weapons and tools, and starts on his path of becoming a powerful cultivator. There is never a dull time in An Lin's new life with his ‘great’ new system!  ",1999,4.74,4.7468734,4.738369,4.7303653,4.7413707,4.7328663,1
18555275806275805,Embers Ad Infinitum,Sci-fi,2020-12-18T04:03:13.000Z,2023-10-12T09:27:47.000Z,Cuttlefish That Loves Diving / WebNovel,"Read Embers Ad Infinitum novel written by the author Cuttlefish That Loves Diving on WebNovel, This serial novel genre is sci-fi stories, covering  ✓ Newest updated ✓ All rights reserved",5,Cuttlefish That Loves Diving,,953,3.3M," In this latest work by Lord of the Mysteries author, Cuttlefish That Loves Diving, be prepared for a well-thought out and detailed apocalyptic, cyberpunk world with a setting superseding Lord of the Mysteries!Our protagonist, Shang Jianyao, is crazy—literally crazy, at least that's what the doctors said. Living in a huge, underground building of Pangu Biology, one of the few remaining factions in this apocalyptic wasteland known as the Ashlands, he acts in unfathomable ways that's head-scratching, comical, and shrewd. So is he really crazy? Probably.He has a grand dream: to save all of humanity.Intricately tied to this dream is something everyone in the Ashlands believes in: Deep in a particular ruin buried away by danger and famine, a path leading to a new world awaits. To step into the new world, one only needs to find a special key and open that certain door.There, the land is bountiful, as if milk and honey flows freely. The sunlight is dazzling, as if all coldness and darkness are washed away. The people will no longer have to face desolation, monsters, infections, mutations, and all kinds of dangers.There, children are joyous, adults are happy, everything is fine as they are supposed to be.Every Antiquarian, Ruin Hunter, and Historian roaming the Ashlands knows: That's the New World.  ",355,4.7,4.7492957,4.71831,4.653521,4.692958,4.7042255,1
7930180406001605,Superstars of Tomorrow,Sci-fi,2017-12-18T03:00:43.000Z,2023-10-12T07:33:30.000Z,Lazy Cliche / WebNovel,"Read Superstars of Tomorrow novel written by the author Lazy Cliche on WebNovel, This serial novel genre is sci-fi stories, covering REINCARNATION, TRANSMIGRATION, COMEDY, OVERPOWERED, SHOWBIZ ✓ Newest updated ✓ All rights reserved",5,Lazy Cliche,,507,20.0M," ""Every time background music plays in my head, I feel like there is nothing to be afraid of."" —Fang ZhaoToward the end of the apocalyptic period, Fang Zhao lost his life. However, instead of dying, he found himself 500 years later in the body of a young and aspiring composer who shared the same name. Having received a second chance at life, Fang Zhao sets out to achieve the previous owner's dreams.Armed with the experience of living through an apocalyptic age and his profession as a composer before that period, Fang Zhao uses his talent, wits, and knowledge to make his mark in the entertainment industry of the future.  ",1668,4.65,4.6948442,4.3914866,4.6996403,4.7158275,4.729616,1
14219251705674005,The First Order,Sci-fi,2019-11-10T16:58:32.000Z,2023-10-12T08:53:14.000Z,The Speaking Pork Trotter / WebNovel,"Read The First Order novel written by the author The Speaking Pork Trotter on WebNovel, This serial novel genre is sci-fi stories, covering  ✓ Newest updated ✓ All rights reserved",5,The Speaking Pork Trotter,,1260,6.1M," This is a brand new story.Survive the darkness, see the lightThere is no right or wrong, it just depends on which side you are standing on.To be a god, or to be a man.To be good, or to be evil.Just what is...the highest order of weapon that humanity has?------------------------------------------------------------------------------------------------------------------------After a great catastrophe struck, the world was set back many years and humanity started living in anarchy.With time, society started building up again and people were now living in walled strongholds and fringe towns across the land.Humans have also become distrustful and ruthless in an unforgiving society where the strong survive and the weak are eliminated.Growing up in such an era, Ren Xiaosu had to fend for himself.After an incident, he gained supernatural powers...  ",837,4.64,4.6953406,4.612903,4.6284347,4.6475506,4.6105137,1
8335460805000105,Monster Paradise,Eastern,2017-10-09T08:38:59.000Z,2023-10-12T07:33:40.000Z,Nuclear Warhead Cooked in Wine / WebNovel,"Read Monster Paradise novel written by the author Nuclear Warhead Cooked in Wine on WebNovel, This serial novel genre is eastern stories, covering SYSTEM, REINCARNATION, ACTION, CULTIVATION, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Nuclear Warhead Cooked in Wine,,1935,70.3M," Lin Huang was a 15-year old boy from Earth, on a path to live his life in a world full of monsters. With his younger sister in his care, and given only 91 days to live, the odds were not in his favor at all... That is until, he killed a vicious vampire, purely by accident. With a twist in his tale, his life was changed completely. As he fought his way through this world with the help of his troops made of men and monsters, the boy sets his sights on a much larger ambition of becoming the greatest monster hunter in the world!  ",2837,4.25,4.345788,4.2241807,4.2132535,4.1762424,4.2774057,1
15117994305858505,Let Me Game in Peace,Urban,2020-01-30T08:45:10.000Z,2023-10-12T08:53:34.000Z,Twelve-Winged Dark Seraphim / WebNovel,"Read Let Me Game in Peace novel written by the author Twelve-Winged Dark Seraphim on WebNovel, This serial novel genre is urban stories, covering  ✓ Newest updated ✓ All rights reserved",5,Twelve-Winged Dark Seraphim,/profile/1657837878,1905,12.9M," 1 drop of blood = 1-UpOther people game overnight, I game overnight and bleed.Ever since the dimensional storms descended upon Earth, numerous dimensional zones have appeared, bringing with them all kinds of dimensional creatures—Immortals, Buddhas, Devils, Angels, Elves, etc.Yet, all these strange dimensional zones can turn into dungeon instances on my phone. Other people risk their lives adventuring, I spend all my time gaming.Monsters drop dimensional crystals that boost stats, imbue new skills, and join me as Companion Beasts. These Companion Beasts fight alongside me or alone, augmenting me with their skills and strength. Rare monsters in real life? I'll just restart the game with a drop of blood to grind it.I really need a blood transfusion.  ",791,4.41,4.489254,4.477876,4.3603034,4.323641,4.39823,1
8094085105004705,Coiling Dragon,Fantasy,2017-07-26T03:07:56.000Z,2023-12-25T08:20:37.000Z,I Eat Tomatoes / WebNovel,"Read Coiling Dragon novel written by the author I Eat Tomatoes on WebNovel, This serial novel genre is fantasy stories, covering CULTIVATION, ADVENTURE, ROMANCE, WEAKTOSTRONG, ACTION ✓ Newest updated ✓ All rights reserved",5,I Eat Tomatoes,,806,24.0M," Empires rise and fall on the Yulan Continent. Saints, immortal beings of unimaginable power, battle using spells and swords, leaving swathes of destruction in their wake. Magical beasts rule the mountains, where the brave – or the foolish – go to test their strength. Even the mighty can fall, feasted on by those stronger. The strong live like royalty; the weak strive to survive another day. This is the world which Linley is born into. Raised in the small town of Wushan, Linley is a scion of the Baruch clan, the clan of the once-legendary Dragonblood Warriors. Their fame once shook the world, but the clan is now so decrepit that even the heirlooms of the clan have been sold off. Tasked with reclaiming the lost glory of his clan, Linley will go through countless trials and tribulations, making powerful friends but also deadly enemies. Come witness a new legend in the making. The legend of Linley Baruch.   ",875,4.63,4.633143,4.633143,4.6114287,4.592,4.68,1
18909583306684705,Dafeng&#39;s Night Squad,Eastern,2021-02-12T02:46:52.000Z,2023-10-12T09:27:51.000Z,Paperboy / WebNovel,"Read Dafeng&#39;s Night Squad novel written by the author Paperboy on WebNovel, This serial novel genre is eastern stories, covering  ✓ Newest updated ✓ All rights reserved",5,Paperboy,,1945,657.5K," Once a police academy graduate—Xu Qian, woke up and found himself in jail. He was to be banished to the borderlands in three days...Stuck in this inhumane society, his initial goal was just to be a rich man and pass his days in relative safety.…Many years later, Xu Qian recalled the events of the past. His enemies and friends were dead, there was nothing of them left but bones.The rolling Yangtze River flows east as the waves wash away the heroes. Success or failure, wrong or right; matters little, it might?The lush mountains remain while the sun sets every night.  ",54,4.63,4.537037,4.703704,4.648148,4.5925927,4.685185,1
13909061505200205,Gamers of the Underworld,Games,2019-09-30T04:40:54.000Z,2023-10-12T08:53:10.000Z,Blue-white Sky / WebNovel,"Read Gamers of the Underworld novel written by the author Blue-white Sky on WebNovel, This serial novel genre is games stories, covering  ✓ Newest updated ✓ All rights reserved",5,Blue-white Sky,,587,3.9M," Sherlock is a new generation Dungeon Lord whose ambition is to become the greatest Devil King and building up the greatest Dungeon in the Underworld.He summons a group of other-worldly goblins who give themselves strange names, form cliques, engage in commerce, and even fight among themselves.They call themselves—Gamers!  ",707,4.61,4.6280055,4.626591,4.592645,4.608204,4.6025457,1
7978909506002105,The Record of Unusual Creatures,Fantasy,2017-11-20T02:00:00.000Z,2023-10-12T07:33:31.000Z,Yuan Tong / WebNovel,"Read The Record of Unusual Creatures novel written by the author Yuan Tong on WebNovel, This serial novel genre is fantasy stories, covering COMEDY, MAGIC, HIGHIQ, MYTH, VAMPIRE ✓ Newest updated ✓ All rights reserved",5,Yuan Tong,,1773,5.0M," As a person who is down-to-earth as well as a good Samaritan, Hao Ren desires to live the rest of his life as a benevolent landlord. Stumbling into a curious yet mysterious lady, he began his journey of “collecting” abnormal and supernatural tenants. His life only became more chaotic when he receives a labor contract from “God”. Discover the many races, myths and worlds that lie beyond what humans define as normal! This bizzare fantasy full of fun is sure to bring you on a crazy rollercoaster of emotions!  ",279,4.61,4.6308246,4.594982,4.5770607,4.580645,4.655914,1
7997164706002605,Thriller Paradise,Games,2017-12-11T02:38:51.000Z,2024-03-12T07:15:02.000Z,San Tian Liang Jiao / WebNovel,"Read Thriller Paradise novel written by the author San Tian Liang Jiao on WebNovel, This serial novel genre is games stories, covering MYSTERY, HIGHIQ, SCARY, VIDEOGAME, BEAUTY ✓ Newest updated ✓ All rights reserved",5,San Tian Liang Jiao,,1519,3.3M," This is a game beyond dimension–the pursuit of truth. The unknown seal, the gambit between gods and demons… The defiance against data, the retribution of human… In a virtual world connected with reality, consciousness dictates us, consciousness chooses us, and consciousness dictates our consciousness. Now, throw away you fear. Throw away your selfish interest, question, and disbelief… Free your thought. Welcome to Thriller Paradise. Feng Bujue lost his ability to fear because of an unknown psychological disorder. Through a virtual reality game designed for players to experience fright and despair, he began his search for his lost fear. Could he finally regain his ability to fear? Could he outwit the scenarios presented to him? Could he finally uncover the truth hidden inside Thriller Paradise?    ",376,4.6,4.6781917,4.1675534,4.7101064,4.712766,4.739362,1
8058316805003405,I Shall Seal The Heavens,Eastern,2017-07-26T03:04:58.000Z,2023-12-25T08:32:42.000Z,Er Gen / WebNovel,"Read I Shall Seal The Heavens novel written by the author Er Gen on WebNovel, This serial novel genre is eastern stories, covering CULTIVATION ✓ Newest updated ✓ All rights reserved",5,Er Gen,/profile/4300457172,1611,31.1M," What I want, the Heavens shall not lack! What I don’t want, had better not exist in the Heavens!” This is a story which originates between the Eighth and Ninth Mountains, the world in which the strong prey upon the weak. “My Name is Meng Hao! The Ninth Generation Demon Sealer, I shall seal the Heavens!“   ",540,4.59,4.624074,4.638889,4.5518517,4.5518517,4.5796294,1
9829507306003305,A Stay-at-home Dad&#39;s Restaurant In An Alternate World,Fantasy,2019-07-22T03:03:47.000Z,2023-10-12T08:33:42.000Z, Whispering Jianghu / WebNovel,"Read A Stay-at-home Dad&#39;s Restaurant In An Alternate World novel written by the author  Whispering Jianghu on WebNovel, This serial novel genre is fantasy stories, covering SYSTEM ✓ Newest updated ✓ All rights reserved",5, Whispering Jianghu,,2489,17.5M," In Chaos City on the Norland Continent, there is a strange restaurant. Here, elves and dwarves share tables. Beastmen are prohibited from making a din, and giant dragons can only seat around the tiny square in front of the restaurant. Even demons have to bring their own stools… But it is such a strange restaurant that has long lines outside every day. Elves are stuffing kebabs, paying no mind to their manners; giant dragons are sitting around a hot pot, strainers in their hands; demons are eating nice-looking dango… ""There's no other place on this continent where you can find food like that! The boss here is a genius!"" a customer provides such a review. Then, he gives a furtive look at the door. ""Also, don't you think of kidnapping the boss away or dine-and-dashing, or you will suffer a tragic death."" ""Eat, pay, or you will be beaten to death."" says a cute little girl in her childish voice as she trots forward. A five-meter tall dragon shivers when it meets her eyes.  ",1536,4.56,4.5377603,4.5416665,4.5371094,4.580078,4.5904946,1
8212987205006305,Trial Marriage Husband: Need to Work Hard,Urban,2017-11-09T04:04:50.000Z,2023-10-12T07:33:39.000Z,Passion Honey / WebNovel,"Read Trial Marriage Husband: Need to Work Hard novel written by the author Passion Honey on WebNovel, This serial novel genre is urban stories, covering ROMANCE, REVENGE, BEAUTY, POWERFULCOUPLE, BETRAYAL ✓ Newest updated ✓ All rights reserved",5,Passion Honey,,1274,355.5M," The night before their wedding, her fiancé ran off with his mistress.Out of frustration, she grabbed the man standing in front of the Civil Affairs Office, ""President Mo, your bride has not arrived and my groom has run away...May I suggest we get married?""Before marriage, she said, ""Even if we were to share the same bed, nothing would happen between us!""After marriage, he said, ""If we don't try, how would we know?""  ",73565,4.67,4.6827974,4.637056,4.687501,4.709903,4.651383,1
